"index","product_name","product_id","description"
"508","Women's adidas Originals Continental 80 Shoes","EE8925","Originally launched for activities like aerobics and tennis, this '80s throwback design shows off retro charm. It offers a distinctive look with a chunky profile and a split cupsole. An EVA insert at the midsole gives an extra-cushioned, flexible feel. These shoes are made of soft leather and give off a little shine with metallic details on the swerving stripe and heel patch. A logo window next to the laces completes the vintage look."
"509","WOMEN'S ADIDAS ORIGINALS CONTINENTAL 80 SHOES","G27722","Dial it back to the decade of the aerobics fitness craze, when tennis style reigned. This authentic adidas Continental design comes with a split cupsole and vintage-style details. The shoes are made of leather that feels sturdy yet soft."
"510","Women's adidas Originals SUPERCOURT Shoes","EG2012","No drama at work, no drama at home. But drama on your feet? Yes please! Part of the Out Loud collection, these adidas Supercourt Shoes flash a shiny ""oil spill"" finish on a patent leather design. Wear them whenever you want to get heads turning and tongues wagging."
"511","Women's Originals Team Court Shoes","EG9825","Timeless style with a soft accent. These Team Court Shoes update '80s workout designs from the adidas archives. A pastel outsole adds a fresh note to the clean lines. The smooth leather upper and rubber outsole make this low-profile trainer awesomely easy to wear."
"512","Women's adidas Originals Sambarose Shoes","EF4966","Go ahead. Send yourself some flowers. Buy yourself that fancy vegan cheesecake. Self-love is where it's at, so lace up these shoes and elevate it. Based on the now iconic adidas Samba, these SAMBAROSE shoes lift you up with an on-trend platform sole. Luxe leather keeps your look sleek and smooth. Printed hearts peak through the translucent sole and send love energy out into the world with every step you take."
"513","Women's adidas Originals Sleek Super Shoes","EH1389","These adidas Sleek Super Shoes have an old-school kaleidoscope effect, with pretty colours and shapes that go perfectly together. It all rides on a platform outsole. Lace up and you won't be able to stop staring at your feet."
"514","Women's adidas Originals Team Court Shoes","EG9824","Classic and classy. These adidas Team Court Shoes remix styles from the archive for a timeless look. The rubber cupsole takes you from morning coffee to evening concerts in comfort. Metallic details add pizzazz."
"515","Women's adidas Originals Team Court Shoes","EF6058","Classic and classy. These adidas Team Court Shoes remix styles from the archive for a timeless look. The rubber cupsole takes you from morning coffee to evening concerts in comfort. Metallic details add pizzazz."
"516","Women's adidas Originals Gazelle Shoes","EF6508","Flash back to the beginning of grunge and the end of the Iron Curtain. These shoes are a one-to-one reissue of the 1991 adidas Gazelle, bringing the same textures, materials and proportions that still look fresh almost thirty years later. They have a soft suede upper with contrast 3-Stripes and a heel tab that echoes early-'90s style. A metallic-gold ""Gazelle"" adds the final authentic touch."
"517","Women's adidas Originals Falcon 2000 Shoes","EG5475","The Falcon celebrates the carefree and defiant spirit of 1990s art, music and fashion. Inspired by that decade's rave scene, these mesh shoes are adorned with synthetic and metallic overlays. The chunky '90s-style design is made just for women. It offers a supportive, stable feel for day-into-night wearability."
"518","Women's Originals EQT Gazelle Shoes","EF5320","Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you."
"519","Women's Originals Kiellor Shoes","EF5642","Delightfully fun. Irresistibly fashionable. Who can blame you for coveting adidas' Keillor shoes? A sleek nylon and patent leather upper rides on a chunky outsole for a standout look. All with the extra comfort of a wide, foot-loving fit. Give in, already!"
"520","Women's Originals U_Path X Shoes","EE7160","With a sleek feel and futuristic look, the U_Path runner represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture."
"521","Women's adidas Originals SL Andridge Shoes","EF5547","'70s flair, meet modern style. These adidas SL Andridge Shoes give you the best of both worlds. A retro shape borrows its lines from the old-school track. Shiny patent leather and neon details keep the look right-now. A slightly thicker midsole gives you just a touch of extra height."
"522","Women's adidas Originals Sleek Shoes","EG7753","Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
"523","Women's adidas Originals SL Andridge Shoes","EF5549","'70s flair, meet modern style. These adidas SL Andridge Shoes give you the best of both worlds. A retro shape borrows its lines from the old-school track. Shiny patent leather and neon details keep the look right-now. A slightly thicker midsole gives you just a touch of extra height."
"524","Women's Originals EQT Gazelle Shoes","EF5314","Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you."
"525","Women's adidas Originals Sleek Shoes","EF4933","Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
"526","Women's Originals EQT Gazelle Shoes","EG9829","Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you."
"527","Women's adidas Originals Sleek Shoes","EG7876","Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
"528","Women's Originals Sleek Shoes","EF4935","A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles."
"529","Women's adidas Originals Falcon Shoes","EF4983","Let your carefree spirit fly in an adidas shoe that captures the freewheeling energy of the 1990s. Falcon Shoes flash an eye-catching, colour-shifting overlay that looks like a speedy blur. Indulge your feet with a fit made just for women and cushioning that lasts from day to night."
